Test Case ID,Category,Difficulty,Question,Ground Truth Cypher,Generated Cypher,Syntactic Correct,Execution Success,Semantic Accurate,Manual Override,Final Correctness,Tokens Used,Execution Time (s),Execution Error,Context Used
43,filtering,medium,Return education institutions with most foreign students,"match (p:Person)-[lived:LIVED_IN]-(l:Location)
order by p, lived.startYear
with p, collect(l.country)[0] as firstCountry
match (p)-[:STUDIED_AT]-(e:EducationalInstitution)
where firstCountry <> e.country
with e.name as institution, count(*) as foreignStudents
order by foreignStudents desc
return institution;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WHERE toLower(p.nationality) <> toLower(e.country)
WITH e, COUNT(DISTINCT p) AS foreignStudentCount
ORDER BY foreignStudentCount DESC
LIMIT 10
RETURN e.name AS EducationalInstitution, e.country AS Country, foreignStudentCount
ORDER BY foreignStudentCount DESC",True,True,False,True,True,1392,3.14,,False
44,pattern_matching,easy,Who's older than their husband?,"match (husband:Person)-[:IS_HUSBAND]->(spouse:Person)
where husband.birthDate > spouse.birthDate
return spouse.firstName","MATCH (wife:Person)-[:IS_WIFE]->(husband:Person)
WHERE date(wife.birthDate) < date(husband.birthDate)
RETURN wife.firstName + ' ' + wife.lastName AS OlderWife, husband.firstName + ' ' + husband.lastName AS YoungerHusband, wife.birthDate AS WifeBirthDate, husband.birthDate AS HusbandBirthDate
ORDER BY WifeBirthDate",True,True,False,True,True,1385,3.26,,False
45,filtering,medium,Find the oldest married person in each city.,"match (l:Location)
where toLower(l.type) = 'city'
optional match (l)-[:LIVES_IN]-(p:Person)-[:IS_HUSBAND|IS_WIFE]->(spouse:Person)
with l.name as city, p
order by city, p.birthDate
with city, collect(p)[0] as oldestMarriedPerson
return city, oldestMarriedPerson.firstName","MATCH (p:Person)-[:LIVES_IN]->(l:Location)
WHERE EXISTS((p)-[:IS_HUSBAND]->()) OR EXISTS((p)-[:IS_WIFE]->())
WITH l, p, p.birthDate AS birthDate
ORDER BY birthDate
WITH l, COLLECT(p)[0] AS oldestMarriedPerson
RETURN l.name AS city, oldestMarriedPerson.firstName + ' ' + oldestMarriedPerson.lastName AS oldestMarriedPerson, oldestMarriedPerson.birthDate AS birthDate
ORDER BY birthDate",True,True,False,True,True,1406,3.43,,False
46,pattern_matching,hard,Family trees where everyone works.,"match (root)-[:IS_HUSBAND|IS_WIFE|IS_PARENT|IS_CHILD|IS_SIBLING*0..50]-(member:Person)
with root, collect(distinct member) as familyMembers
where all(member in familyMembers where exists {
        (member)-[:WORKED_AT]->(c:Company)
        })
and size(familyMembers) > 1
return root.firstName + ' ' + root.lastName as familyRoot,
       [member in familyMembers | member.firstName + ' ' + member.lastName] as employedFamilyMembers
       order by size(familyMembers) desc;","MATCH (root:Person)
WHERE NOT (:Person)-[:IS_PARENT]->(root)
WITH root
MATCH path = (root)-[:IS_PARENT*0..3]->(descendant:Person)
WITH COLLECT(DISTINCT descendant) AS familyMembers
WHERE ALL(member IN familyMembers WHERE EXISTS((member)-[:WORKED_AT]->(:Company)))
WITH familyMembers
MATCH (member:Person)-[:IS_PARENT]->(child:Person)
WHERE member IN familyMembers AND child IN familyMembers
RETURN DISTINCT member.firstName + ' ' + member.lastName AS Parent,
       child.firstName + ' ' + child.lastName AS Child,
       [(member)-[w:WORKED_AT]->(c:Company) | c.name] AS ParentCompanies,
       [(child)-[w:WORKED_AT]->(c:Company) | c.name] AS ChildCompanies",True,True,True,True,True,1472,4.72,,False
47,filtering,easy,Find isolated individuals.,"match (p:Person)
where not exists { (p)-[:IS_HUSBAND|IS_WIFE|IS_PARENT|IS_CHILD|IS_SIBLING]-(p2:Person) }
and not exists { (p)-[:IS_FRIEND]-() }
return p.firstName;","MATCH (p:Person)
WHERE NOT EXISTS {
    MATCH (p)-[:IS_HUSBAND|IS_WIFE|IS_PARENT|IS_CHILD|IS_SIBLING|IS_FRIEND|STUDIED_AT|STUDIED|WORKED_AT|HAD_POSITION|LIVES_IN|LIVED_IN]-()
}
RETURN p",True,True,True,,True,1351,2.26,,False
48,graph_recursion,hard,Find second cousins.,"match (a:Person)-[:IS_CHILD]->(pa1:Person)-[:IS_CHILD]->(gpa:Person),
      (b:Person)-[:IS_CHILD]->(pb1:Person)-[:IS_CHILD]->(gpb:Person),
      (gpa)-[:IS_CHILD]->(ggp:Person)<-[:IS_CHILD]-(gpb)
where a <> b
and not (a)-[:IS_CHILD]->(:Person)<-[:IS_CHILD]-(b)
and not (a)-[:IS_CHILD]->(:Person)-[:IS_CHILD]->(:Person)<-[:IS_CHILD]-(:Person)<-[:IS_CHILD]-(b)
return a.firstName + ' ' + a.lastName as person1,
       b.firstName + ' ' + b.lastName as person2
       order by person1, person2;","MATCH (person1:Person)
MATCH (person2:Person)
WHERE person1 <> person2
MATCH (person1)-[:IS_CHILD*2]->(grandparent1:Person)
MATCH (person2)-[:IS_CHILD*2]->(grandparent2:Person)
MATCH (grandparent1)-[:IS_SIBLING]->(grandparent2)
WHERE NOT (person1)-[:IS_SIBLING]-(person2)
AND NOT (person1)-[:IS_CHILD|IS_PARENT*1..2]-(person2)
RETURN DISTINCT person1, person2",True,True,True,,True,1393,3.54,,False
49,filtering,medium,Who has more cousins than siblings?,"match (p:Person)
optional match (p)-[:IS_SIBLING]-(sibling:Person)
with p, count(distinct sibling) AS siblingCount
optional match (p)-[:IS_CHILD]->(parent:Person)-[:IS_SIBLING]->(auntOrUncle:Person)<-[:IS_CHILD]-(cousin:Person)
with p, siblingCount, count(distinct cousin) as cousinCount
where (cousinCount > siblingCount)
return p.firstName, siblingCount, cousinCount;","MATCH (p:Person)
WITH p, 
     size([(p)-[:IS_SIBLING]-(sibling) | sibling]) AS siblingCount,
     size([(p)<-[:IS_CHILD]-(:Person)<-[:IS_PARENT]-(grandparent)-[:IS_PARENT]->(:Person)-[:IS_PARENT]->(cousin:Person) 
           WHERE NOT (p)-[:IS_SIBLING]-(cousin) | cousin]) AS cousinCount
WHERE cousinCount > siblingCount
RETURN p.firstName + ' ' + p.lastName AS name, cousinCount, siblingCount
ORDER BY cousinCount DESC",True,True,False,False,False,1412,4.28,,False
50,paradox,hard,Which siblings studied before being born?,"match (n)
where 1=2
return n;","MATCH (p1:Person)-[:IS_SIBLING]-(p2:Person)
WHERE p1.id < p2.id
WITH p1, p2
MATCH (p1)-[s1:STUDIED_AT]->(e:EducationalInstitution)
MATCH (p2)-[s2:STUDIED_AT]->(e:EducationalInstitution)
WHERE s1.startYear < toInteger(substring(p1.birthDate, 0, 4)) OR s2.startYear < toInteger(substring(p2.birthDate, 0, 4))
RETURN p1.firstName + ' ' + p1.lastName AS Sibling1, p2.firstName + ' ' + p2.lastName AS Sibling2, e.name AS Institution, 
       CASE 
         WHEN s1.startYear < toInteger(substring(p1.birthDate, 0, 4)) THEN p1.firstName + ' ' + p1.lastName
         ELSE p2.firstName + ' ' + p2.lastName
       END AS StudiedBeforeBirth",True,True,True,False,False,1466,5.99,,False
51,filtering,medium,Who's the oldest person without their family?,"match (p:Person)
where not (p)-[:IS_HUSBAND|IS_WIFE|IS_PARENT|IS_CHILD|IS_SIBLING]-(:Person)
return p.firstName
order by p.birthDate
limit 1;","MATCH (p:Person)
WHERE NOT EXISTS((p)-[:IS_HUSBAND|IS_WIFE|IS_PARENT|IS_CHILD|IS_SIBLING]-())
WITH p, date(p.birthDate) AS birthDate
ORDER BY birthDate ASC
LIMIT 1
RETURN p.firstName + ' ' + p.lastName AS oldestPersonWithoutFamily, p.birthDate AS birthDate",True,True,False,True,True,1374,2.78,,False
52,filtering,easy,Who's the youngest person with kids?,"match (p:Person)-[:IS_PARENT]->(c:Person)
return p.firstName
order by p.birthDate desc
limit 1;","MATCH (p:Person)-[:IS_PARENT]->(child:Person)
WITH p, child, date(p.birthDate) AS birthDate
ORDER BY birthDate DESC
LIMIT 1
RETURN p.firstName + ' ' + p.lastName AS youngestParent, p.birthDate AS birthDate, COUNT(child) AS numberOfChildren",True,True,False,True,True,1367,2.66,,False
53,aggregation,medium,Who is the most well traveled person?,"match (p:Person)-[:LIVED_IN|LIVES_IN]->(loc:Location)
with p, count(distinct loc) as locationCount
order by locationCount desc
limit 1
return p.firstName;","MATCH (p:Person)
WITH p, size((p)-[:LIVED_IN]->()) + size((p)-[:LIVES_IN]->()) AS total_locations
ORDER BY total_locations DESC
LIMIT 1
RETURN p.firstName + ' ' + p.lastName AS most_traveled_person, total_locations",True,False,False,,False,1361,2.37,"{code: Neo.ClientError.Statement.SyntaxError} {message: A pattern expression should only be used in order to test the existence of a pattern. It can no longer be used inside the function size(), an alternative is to replace size() with COUNT {}. (line 2, column 14 (offset: 30))
""WITH p, size((p)-[:LIVED_IN]->()) + size((p)-[:LIVES_IN]->()) AS total_locations""
              ^}",False
54,aggregation,medium,Who is the most popular person with their friends?,"match (p:Person)-[:IS_FRIEND]-(:Person)
with p, count(*) as friendCount
order by friendCount desc
limit 1
return p.firstName;","MATCH (p:Person)
WITH p, size((p)-[:IS_FRIEND]-()) AS friendCount
ORDER BY friendCount DESC
LIMIT 1
RETURN p.firstName + ' ' + p.lastName AS mostPopularPerson, friendCount",True,False,False,,False,1354,2.63,"{code: Neo.ClientError.Statement.SyntaxError} {message: A pattern expression should only be used in order to test the existence of a pattern. It can no longer be used inside the function size(), an alternative is to replace size() with COUNT {}. (line 2, column 14 (offset: 30))
""WITH p, size((p)-[:IS_FRIEND]-()) AS friendCount""
              ^}",False
55,aggregation,medium,Find people who have changed location 3 times.,"match (p:Person)-[:LIVES_IN|LIVED_IN]-(l:Location)
with p, count(l) as locations
where locations > 3
return p.firstName;","MATCH (p:Person)
WITH p, [(p)-[:LIVED_IN]->(l:Location) | l] + [(p)-[:LIVES_IN]->(l:Location) | l] AS locations
WHERE size(apoc.coll.toSet(locations)) = 3
RETURN p.firstName + ' ' + p.lastName AS name, size(apoc.coll.toSet(locations)) AS locationChanges",True,False,False,,False,1373,3.04,"{code: Neo.ClientError.Statement.SyntaxError} {message: Unknown function 'apoc.coll.toSet' (line 3, column 12 (offset: 123))
""WHERE size(apoc.coll.toSet(locations)) = 3""
            ^}",False
56,Inconclusive,medium,Show people who are friends on Facebook.,"match (n)
 where 1=2
return n;","MATCH (p1:Person)-[f:IS_FRIEND]-(p2:Person)
WHERE toLower(f.since) CONTAINS 'facebook'
RETURN p1, p2",True,True,True,False,False,1334,1.81,,False
57,filtering,medium,List people whose jobs rhyme with the word preacher.,"match (p:Person)-[:HAD_POSITION]->(jt:JobTitle)
where toLower(jt.title) ends with 'eacher'
return distinct p.firstName;","MATCH (p:Person)-[r:HAD_POSITION]->(j:JobTitle)
WHERE toLower(j.title) =~ '.*cher$'
RETURN DISTINCT p.firstName, p.lastName, j.title
ORDER BY p.lastName, p.firstName",True,True,False,True,True,1353,2.59,,False
58,filtering,medium,Find people currently living in a city they were born in.,"match (p:Person)-[:LIVES_IN]->(loc:Location)
where p.birthPlace = loc.name
return p.firstName;","MATCH (p:Person)-[:LIVES_IN]->(l:Location)
WHERE toLower(p.birthPlace) = toLower(l.name)
  AND EXISTS((p)-[:LIVES_IN]->(:Location))
RETURN p.firstName, p.lastName, l.name AS currentCity
LIMIT 100",True,True,True,True,True,1362,2.39,,False
60,filtering,medium,Find siblings who studied the same things.,"match (a:Person)-[:IS_SIBLING]->(b:Person),
(a)-[:STUDIED]->(fieldA:FieldOfStudy),
(b)-[:STUDIED]->(fieldB:FieldOfStudy)
where fieldA.name = fieldB.name
return distinct a.firstName, b.firstName;","MATCH (p1:Person)-[:IS_SIBLING]-(p2:Person)
WHERE id(p1) < id(p2)
MATCH (p1)-[s1:STUDIED]->(f:FieldOfStudy)<-[s2:STUDIED]-(p2)
WHERE s1.degree = s2.degree
RETURN p1.firstName + ' ' + p1.lastName AS Sibling1,
       p2.firstName + ' ' + p2.lastName AS Sibling2,
       f.name AS FieldOfStudy,
       s1.degree AS Degree",True,True,True,,True,1389,3.6,,False
61,filtering,medium,Find palindromic first names in the database.,"match (p:Person)
where toLower(p.firstName) = reverse(toLower(p.firstName))
return p.firstName;","MATCH (p:Person)
WHERE toLower(p.firstName) = reverse(toLower(p.firstName))
RETURN p.firstName AS PalindromicFirstName",True,True,False,True,True,1339,1.68,,False
62,filtering,medium,Find all the people who are both a child and a parent.,"match (child:Person)-[:IS_CHILD]->(p:Person)-[:IS_CHILD]->(parent:Person)
return distinct p.firstName;",,False,False,False,,False,0,1.9,Error in test case execution: Object of type Node is not JSON serializable,False
63,filtering,medium,List people who have both a parent and a child in the graph.,"match (child:Person)-[:IS_CHILD]->(p:Person)-[:IS_CHILD]->(parent:Person)
return distinct p.firstName;","MATCH (p:Person)
WHERE EXISTS((p)-[:IS_PARENT]->(:Person))
  AND EXISTS((:Person)-[:IS_PARENT]->(p))
RETURN p.firstName + ' ' + p.lastName AS name, p.id AS id
ORDER BY name",True,True,False,True,True,1357,2.61,,False
64,pattern_matching,medium,Find married couples that live in different cities.,"match (p1:Person)-[:IS_HUSBAND|IS_WIFE]->(p2:Person),
(p1)-[:LIVES_IN]->(loc1:Location),
(p2)-[:LIVES_IN]->(loc2:Location)
where loc1.name <> loc2.name
and p1.id < p2.id
return p1.firstName, p2.firstName;","MATCH (p1:Person)-[:IS_HUSBAND|IS_WIFE]->(p2:Person)
WHERE EXISTS((p1)-[:LIVES_IN]->()) AND EXISTS((p2)-[:LIVES_IN]->())
WITH p1, p2
MATCH (p1)-[:LIVES_IN]->(l1:Location), (p2)-[:LIVES_IN]->(l2:Location)
WHERE l1 <> l2
RETURN p1.firstName + ' ' + p1.lastName AS Person1, 
       p2.firstName + ' ' + p2.lastName AS Person2, 
       l1.name AS City1, 
       l2.name AS City2",True,True,False,,False,1405,3.66,,False
65,graph_recursion,hard,Find all friend groups of 3.,"match (p1:Person)-[:IS_FRIEND]->(p2:Person)-[:IS_FRIEND]->(p3:Person),
      (p3)-[:IS_FRIEND]->(p1)
where p1.id < p2.id
and p2.id < p3.id
return p1.firstName, p2.firstName, p3.firstName;","MATCH (p1:Person)-[:IS_FRIEND]-(p2:Person)-[:IS_FRIEND]-(p3:Person)-[:IS_FRIEND]-(p1:Person)
WHERE id(p1) < id(p2) AND id(p2) < id(p3)
RETURN p1.firstName + ' ' + p1.lastName AS Person1,
       p2.firstName + ' ' + p2.lastName AS Person2,
       p3.firstName + ' ' + p3.lastName AS Person3",True,True,False,,False,1378,3.13,,False
66,filtering,medium,Look for all degrees held by people and count them per degree type.,"match (p:Person)-[r:STUDIED]->(f:FieldOfStudy)
return r.degree, count(*);","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WITH p, s.degree AS degree, COUNT(*) AS degreeCount
RETURN degree, COUNT(p) AS peopleCount, SUM(degreeCount) AS totalDegrees
ORDER BY totalDegrees DESC",True,True,False,True,True,1368,3.02,,False
67,pattern_matching,hard,"Find people with double letter initials, like N.N.","match (p:Person)
where left(p.firstName, 1) = left(p.lastName, 1)
return p.firstName, p.lastName;","MATCH (p:Person)
WHERE toLower(left(p.firstName, 1)) = toLower(left(p.lastName, 1))
RETURN p.firstName, p.lastName, p.id
ORDER BY p.lastName, p.firstName",True,True,False,True,True,1349,1.97,,False
68,filtering,medium,Find names that are both first names and last names in the database.,"match (p1:Person), (p2:Person)
where p1.firstName = p2.lastName
return distinct p1.firstName;","MATCH (p1:Person), (p2:Person)
WHERE toLower(p1.firstName) = toLower(p2.lastName)
RETURN DISTINCT p1.firstName AS name, 'First Name' AS type1, 'Last Name' AS type2
UNION
MATCH (p1:Person), (p2:Person)
WHERE toLower(p1.lastName) = toLower(p2.firstName)
RETURN DISTINCT p1.lastName AS name, 'Last Name' AS type1, 'First Name' AS type2",True,True,False,False,False,1399,3.06,,False
69,filtering,medium,Find people who are missing birthdates.,"match (p:Person)
where p.birthDate is null
return p.firstName;","MATCH (p:Person)
WHERE p.birthDate IS NULL
RETURN p",True,True,True,,True,1321,2.01,,False
70,filtering,easy,Which companies were founded in the same year?,"match (c1:Company), (c2:Company)
where c1.foundedYear = c2.foundedYear
and c1.id < c2.id
return c1.name, c2.name;","MATCH (c1:Company), (c2:Company)
WHERE c1.foundedYear = c2.foundedYear AND id(c1) < id(c2)
RETURN c1.name AS Company1, c2.name AS Company2, c1.foundedYear AS FoundedYear
ORDER BY c1.foundedYear",True,True,True,,True,1358,2.15,,False
71,filtering,easy,Show me all universities founded before 1800.,"match (e:EducationalInstitution)
where e.foundedYear < 1800
return e.name;","MATCH (u:EducationalInstitution)
WHERE u.type IN ['University', 'College', 'Institute'] AND u.foundedYear < 1800
RETURN u.name, u.foundedYear
ORDER BY u.foundedYear",True,True,False,True,True,1351,2.63,,False
72,pattern_matching,easy,Find people who share the same birthday.,"match (p1:Person), (p2:Person)
where date(p1.birthDate).month = date(p2.birthDate).month
and date(p1.birthDate).day = date(p2.birthDate).day
and p1.id < p2.id
return p1.firstName, p2.firstName;","MATCH (p1:Person), (p2:Person)
WHERE p1 <> p2 AND toLower(p1.birthDate) = toLower(p2.birthDate)
RETURN p1.firstName + ' ' + p1.lastName AS Person1, p2.firstName + ' ' + p2.lastName AS Person2, p1.birthDate AS SharedBirthday
ORDER BY SharedBirthday, Person1, Person2",True,True,False,,False,1375,10.95,,False
73,filtering,easy,List all job titles in the management category.,"match (j:JobTitle)
where toLower(j.category) = 'management'
return j.title;","MATCH (j:JobTitle)
WHERE toLower(j.category) = 'management'
RETURN j.title",True,True,True,,True,1329,1.79,,False
74,filtering,easy,What fields of study belong to the humanities category?,"match (f:FieldOfStudy)
where toLower(f.category) = 'humanities'
return f.name;","MATCH (f:FieldOfStudy)
WHERE toLower(f.category) = 'humanities'
RETURN f.name",True,True,True,,True,1332,2.06,,False
75,pattern_matching,easy,Find people whose email domain matches their company name.,"match (p:Person)-[:WORKED_AT]-(c:Company)
where toLower(p.email) contains c.name
return p.firstName;","MATCH (p:Person)-[w:WORKED_AT]->(c:Company)
WHERE w.status = 'Current'
  AND toLower(split(p.email, '@')[1]) CONTAINS toLower(replace(c.name, ' ', ''))
RETURN p.firstName, p.lastName, p.email, c.name",True,True,True,,True,1363,3.06,,False
76,filtering,easy,Show me all cities with population over 1 million.,"match (l:Location)
where toLower(l.type) = 'city'
and l.population > 1000000
return l.name;","MATCH (l:Location)
WHERE l.population > 1000000
RETURN l.name, l.population
ORDER BY l.population DESC",True,True,False,True,True,1337,2.15,,False
77,filtering,easy,Who graduated from university in 2016?,"match (p:Person)-[s:STUDIED_AT]-(e:EducationalInstitution)
where s.endYear = 2016
return p.firstName;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WHERE s.endYear = 2016 AND s.status = 'Graduated'
RETURN p.firstName + ' ' + p.lastName AS graduateName, e.name AS university",True,True,False,True,True,1354,3.27,,False
78,aggregation,medium,Which married couples have the biggest age gap?,"match (p1:Person)-[:IS_HUSBAND|IS_WIFE]-(p2:Person)
with p1, p2, duration.between(date(p2.birthDate), date(p1.birthDate)) as ageGap
return p1.firstName, p2.firstName
order by ageGap desc
limit 1;","MATCH (husband:Person)-[:IS_HUSBAND]->(wife:Person)
WHERE husband.gender = 'Male' AND wife.gender = 'Female'
WITH husband, wife, 
     duration.between(date(husband.birthDate), date(wife.birthDate)).years AS ageDifference
RETURN husband.firstName + ' ' + husband.lastName AS husbandName,
       wife.firstName + ' ' + wife.lastName AS wifeName,
       abs(ageDifference) AS ageGap
ORDER BY ageGap DESC
LIMIT 10",True,True,False,,False,1413,3.51,,False
79,filtering,medium,Show me people who studied longer than 4 years at university.,"match (p:Person)-[s:STUDIED_AT]-(e:EducationalInstitution)
where s.endYear - s.startYear > 4
return p.firstName;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WHERE s.endYear IS NOT NULL AND s.endYear - s.startYear > 4
RETURN p.firstName, p.lastName, e.name, s.startYear, s.endYear, s.endYear - s.startYear AS studyDuration
ORDER BY studyDuration DESC",True,True,False,True,True,1377,2.6,,False
80,pattern_matching,medium,Find friends who work in competing companies in the same industry.,"match (p1:Person)-[w1:WORKED_AT]-(c1:Company),
      (p2:Person)-[w2:WORKED_AT]-(c2:Company)
where p1.id < p2.id
and c1.id <> c2.id
and c1.industry = c2.industry
and w1.endYear is null
and w2.endYear is null
return p1.firstName, p2.firstName;","MATCH (p1:Person)-[f:IS_FRIEND]-(p2:Person)
WHERE p1 <> p2
MATCH (p1)-[w1:WORKED_AT]->(c1:Company)
MATCH (p2)-[w2:WORKED_AT]->(c2:Company)
WHERE c1 <> c2
  AND c1.industry = c2.industry
  AND w1.status = 'Current'
  AND w2.status = 'Current'
RETURN p1.firstName + ' ' + p1.lastName AS Person1,
       p2.firstName + ' ' + p2.lastName AS Person2,
       c1.name AS Company1,
       c2.name AS Company2,
       c1.industry AS Industry
LIMIT 10",True,True,False,,False,1425,4.91,,False
81,filtering,medium,Find people who started working before finishing their studies.,"match (e:EducationalInstitution)-[s:STUDIED_AT]-(p:Person)-[w:WORKED_AT]-(c:Company)
where w.startYear < s.endYear
return p.firstName;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution),
      (p)-[w:WORKED_AT]->(c:Company)
WHERE w.startYear < s.endYear OR s.endYear IS NULL
RETURN DISTINCT p.firstName + ' ' + p.lastName AS name,
       e.name AS institution,
       s.startYear AS studyStartYear,
       s.endYear AS studyEndYear,
       c.name AS company,
       w.startYear AS workStartYear
ORDER BY name",True,True,False,True,True,1410,3.77,,False
82,aggregation,medium,Which field of study has the shortest average study duration?,"match (p:Person)-[s:STUDIED]-(f:FieldOfStudy)
where s.endYear is not null
with f, avg(s.endYear - s.startYear) as studyDuration
return f.name
order by studyDuration
limit 1;","MATCH (p:Person)-[s:STUDIED]->(f:FieldOfStudy)
WHERE s.endYear IS NOT NULL
WITH f, AVG(s.endYear - s.startYear) AS avgDuration
RETURN f.name AS fieldOfStudy, avgDuration
ORDER BY avgDuration ASC
LIMIT 1",True,True,False,True,True,1364,3.23,,False
83,pattern_matching,medium,Show me parent-child pairs who work in the same company.,"match (c:Company)-[w1:WORKED_AT]-(child:Person)-[:IS_CHILD]->(parent:Person)-[w2:WORKED_AT]-(c)
where w1.endYear is null
and w2.endYear is null
return child.firstName, parent.firstName;","MATCH (parent:Person)-[:IS_PARENT]->(child:Person)
WHERE EXISTS((parent)-[:WORKED_AT]->(:Company)<-[:WORKED_AT]-(child))
  AND ANY(r1 IN [(parent)-[w1:WORKED_AT]->() | w1] WHERE r1.status = 'Current')
  AND ANY(r2 IN [(child)-[w2:WORKED_AT]->() | w2] WHERE r2.status = 'Current')
RETURN parent.firstName + ' ' + parent.lastName AS Parent,
       child.firstName + ' ' + child.lastName AS Child,
       [(parent)-[w:WORKED_AT]->(c:Company)<-[:WORKED_AT]-(child) | c.name][0] AS Company",True,True,False,,False,1434,5.26,,False
84,graph_recursion,hard,Find family dynasties where multiple generations attended the same university.,"match path = (p1:Person)-[:IS_CHILD*1..5]->(p2:Person),
      (p1)-[:STUDIED_AT]->(u:EducationalInstitution),
      (p2)-[:STUDIED_AT]->(u)
with collect(distinct p1) + collect(distinct p2) as family
return [p in family | p.firstName];","MATCH (p1:Person)-[:IS_PARENT*1..3]->(p2:Person)
WHERE p1 <> p2
WITH p1, p2
MATCH (p1)-[s1:STUDIED_AT]->(uni:EducationalInstitution)<-[s2:STUDIED_AT]-(p2)
WHERE s1.degree IS NOT NULL AND s2.degree IS NOT NULL
RETURN DISTINCT p1.firstName + ' ' + p1.lastName AS Ancestor,
       p2.firstName + ' ' + p2.lastName AS Descendant,
       uni.name AS University,
       s1.degree AS AncestorDegree,
       s2.degree AS DescendantDegree
ORDER BY uni.name, Ancestor, Descendant",True,True,False,True,True,1435,4.81,,False
85,pattern_matching,hard,Detect circular migration patterns where people return to their birth country after living abroad.,"match (p:Person)-[l1:LIVED_IN]->(loc1:Location)
with p, loc1
order by p, l1.startYear
with p, collect(loc1)[0] as origin
match (p)-[l2:LIVED_IN]->(loc2:Location)
where loc2.country <> origin.country
with p, origin, max(l2.startYear) as abroadYear
match (p)-[l3:LIVES_IN]->(loc3:Location)
where l3.startYear > abroadYear and loc3.country = origin.country
return distinct p.firstName;","MATCH (p:Person)-[:LIVES_IN]->(currentLocation:Location)
WHERE p.birthPlace <> currentLocation.name
WITH p, currentLocation
MATCH (p)-[:LIVED_IN]->(foreignLocation:Location)
WHERE foreignLocation.country <> p.nationality
WITH p, currentLocation, foreignLocation
MATCH (p)-[:LIVED_IN]->(returnLocation:Location)
WHERE returnLocation.country = p.nationality
  AND returnLocation.name <> p.birthPlace
  AND returnLocation.name = currentLocation.name
RETURN p.id, p.firstName, p.lastName, p.birthPlace, 
       foreignLocation.name AS foreignCountry, 
       returnLocation.name AS returnedTo
ORDER BY p.lastName, p.firstName",True,True,True,,True,1478,4.23,,False
86,pattern_matching,hard,Find anomalies in educational timelines where people studied multiple degrees simultaneously.,"match (f1:FieldOfStudy)-[s1:STUDIED]-(p:Person)-[s2:STUDIED]-(f2:FieldOfStudy)
where s1.startYear > s2.startYear
and s1.startYear < s2.endYear
return p.firstName, s1.degree, s2.degree;","MATCH (p:Person)-[s1:STUDIED_AT]->(e1:EducationalInstitution)
MATCH (p)-[s2:STUDIED_AT]->(e2:EducationalInstitution)
WHERE s1.startYear < s2.endYear AND s2.startYear < s1.endYear
  AND id(e1) < id(e2)
  AND (s1.endYear IS NULL OR s2.endYear IS NULL OR s1.endYear > s2.startYear)
  AND (s2.endYear IS NULL OR s1.endYear IS NULL OR s2.endYear > s1.startYear)
RETURN p.firstName + ' ' + p.lastName AS PersonName,
       e1.name AS Institution1, s1.startYear AS Start1, s1.endYear AS End1, s1.degree AS Degree1,
       e2.name AS Institution2, s2.startYear AS Start2, s2.endYear AS End2, s2.degree AS Degree2
ORDER BY PersonName, Start1, Start2",True,True,False,,False,1482,5.07,,False
87,filtering,easy,Find people who never changed their location.,"match (p:Person)
where not exists {(p)-[:LIVED_IN]-(l:Location)}
return p.firstName;","MATCH (p:Person)
WHERE NOT EXISTS {
    MATCH (p)-[:LIVED_IN]->(:Location)
}
AND EXISTS {
    MATCH (p)-[:LIVES_IN]->(:Location)
}
RETURN p.firstName, p.lastName, p.birthPlace",True,True,False,True,True,1354,2.93,,False
88,filtering,easy,Which company has the smallest number of employees?,"match (p:Person)-[w:WORKED_AT]-(c:Company)
where w.endYear is null
with c, count(distinct p) as workers
order by workers
return c.name
limit 1;","MATCH (c:Company)
WITH c, c.employees AS employeeCount
ORDER BY employeeCount ASC
LIMIT 1
RETURN c.name AS CompanyWithSmallestEmployeeCount, employeeCount",True,True,False,True,True,1350,2.58,,False
89,filtering,easy,Show me all people with Gmail email addresses.,"match (p:Person)
where toLower(p.email) contains 'gmail'
return p.firstName, p.email;","MATCH (p:Person)
WHERE toLower(p.email) ENDS WITH '@gmail.com'
RETURN p",True,True,True,,True,1328,1.72,,False
90,filtering,easy,Find all educational institutions of type 'College'.,"match (e:EducationalInstitution)
where toLower(e.type) = 'college'
return e.name;",,False,False,False,,False,0,1.55,Error in test case execution: Object of type Node is not JSON serializable,False
91,filtering,easy,List people who are currently unemployed.,"match (p:Person)
where not exists {(p)-[w:WORKED_AT]-(c:Company)
                   where w.endYear is null}
return p.firstName, p.lastName;","MATCH (p:Person)
WHERE NOT EXISTS {
    MATCH (p)-[w:WORKED_AT]->(c:Company)
    WHERE w.status = 'Current'
}
AND NOT EXISTS {
    MATCH (p)-[h:HAD_POSITION]->(j:JobTitle)
    WHERE h.endYear IS NULL
}
RETURN p.firstName + ' ' + p.lastName AS unemployedPerson",True,True,False,True,True,1374,2.87,,False
