Test Case ID,Category,Difficulty,Question,Ground Truth Cypher,Generated Cypher,Syntactic Correct,Execution Success,Semantic Accurate,Manual Override,Final Correctness,Tokens Used,Execution Time (s),Execution Error,Context Used
47,filtering,easy,Find isolated individuals.,"match (p:Person)
where not exists { (p)-[:IS_HUSBAND|IS_WIFE|IS_PARENT|IS_CHILD|IS_SIBLING]-(p2:Person) }
and not exists { (p)-[:IS_FRIEND]-() }
return p.firstName;","MATCH (p:Person)
WHERE NOT EXISTS {
    (p)-[:IS_FRIEND|WORKED_AT|HAD_POSITION|LIVES_IN|LIVED_IN|IS_HUSBAND|IS_PARENT|STUDIED_AT|STUDIED|IS_WIFE|IS_CHILD|IS_SIBLING]-()
}
RETURN p",True,True,True,,True,745,5.38,,True
48,graph_recursion,hard,Find second cousins.,"match (a:Person)-[:IS_CHILD]->(pa1:Person)-[:IS_CHILD]->(gpa:Person),
      (b:Person)-[:IS_CHILD]->(pb1:Person)-[:IS_CHILD]->(gpb:Person),
      (gpa)-[:IS_CHILD]->(ggp:Person)<-[:IS_CHILD]-(gpb)
where a <> b
and not (a)-[:IS_CHILD]->(:Person)<-[:IS_CHILD]-(b)
and not (a)-[:IS_CHILD]->(:Person)-[:IS_CHILD]->(:Person)<-[:IS_CHILD]-(:Person)<-[:IS_CHILD]-(b)
return a.firstName + ' ' + a.lastName as person1,
       b.firstName + ' ' + b.lastName as person2
       order by person1, person2;",,False,False,False,,False,0,6.88,Error in test case execution: Object of type Node is not JSON serializable,True
49,filtering,medium,Who has more cousins than siblings?,"match (p:Person)
optional match (p)-[:IS_SIBLING]-(sibling:Person)
with p, count(distinct sibling) AS siblingCount
optional match (p)-[:IS_CHILD]->(parent:Person)-[:IS_SIBLING]->(auntOrUncle:Person)<-[:IS_CHILD]-(cousin:Person)
with p, siblingCount, count(distinct cousin) as cousinCount
where (cousinCount > siblingCount)
return p.firstName, siblingCount, cousinCount;","MATCH (p:Person)
WHERE p.cousinCount > p.siblingCount
RETURN p.firstName + ' ' + p.lastName AS name, p.cousinCount AS cousins, p.siblingCount AS siblings
ORDER BY p.cousinCount DESC, p.siblingCount ASC",True,True,False,,False,2625,6.53,,True
50,paradox,hard,Which siblings studied before being born?,"match (n)
where 1=2
return n;","MATCH (p1:Person)-[:IS_SIBLING]-(p2:Person)
WHERE p1.id < p2.id
WITH p1, p2
MATCH (p1)-[s1:STUDIED_AT]->(e:EducationalInstitution)
MATCH (p2)-[s2:STUDIED_AT]->(e:EducationalInstitution)
WHERE s1.startYear < toInteger(left(p1.birthDate, 4)) OR s2.startYear < toInteger(left(p2.birthDate, 4))
RETURN p1.firstName + ' ' + p1.lastName AS Sibling1, p2.firstName + ' ' + p2.lastName AS Sibling2, e.name AS Institution",True,True,True,False,False,807,7.7,,True
51,filtering,medium,Who's the oldest person without their family?,"match (p:Person)
where not (p)-[:IS_HUSBAND|IS_WIFE|IS_PARENT|IS_CHILD|IS_SIBLING]-(:Person)
return p.firstName
order by p.birthDate
limit 1;",,False,False,False,,False,0,6.21,Error in test case execution: Object of type Node is not JSON serializable,True
52,filtering,easy,Who's the youngest person with kids?,"match (p:Person)-[:IS_PARENT]->(c:Person)
return p.firstName
order by p.birthDate desc
limit 1;","MATCH (p:Person)-[:IS_PARENT]->(child:Person)
WITH p, COUNT(child) AS childCount, COLLECT(child) AS children
WHERE childCount > 0
RETURN p.firstName + ' ' + p.lastName AS youngestParent, p.birthDate AS birthDate, childCount, [child IN children | child.firstName + ' ' + child.lastName] AS childrenNames
ORDER BY date(p.birthDate) DESC
LIMIT 1",True,True,False,True,True,1612,9.51,,True
53,aggregation,medium,Who is the most well traveled person?,"match (p:Person)-[:LIVED_IN|LIVES_IN]->(loc:Location)
with p, count(distinct loc) as locationCount
order by locationCount desc
limit 1
return p.firstName;","MATCH (p:Person)
WITH p, size((p)-[:LIVED_IN]->()) + size((p)-[:LIVES_IN]->()) AS total_locations
RETURN p.firstName + ' ' + p.lastName AS most_traveled_person, total_locations
ORDER BY total_locations DESC
LIMIT 1",True,False,False,,False,7087,6.53,"{code: Neo.ClientError.Statement.SyntaxError} {message: A pattern expression should only be used in order to test the existence of a pattern. It can no longer be used inside the function size(), an alternative is to replace size() with COUNT {}. (line 2, column 14 (offset: 30))
""WITH p, size((p)-[:LIVED_IN]->()) + size((p)-[:LIVES_IN]->()) AS total_locations""
              ^}",True
54,aggregation,medium,Who is the most popular person with their friends?,"match (p:Person)-[:IS_FRIEND]-(:Person)
with p, count(*) as friendCount
order by friendCount desc
limit 1
return p.firstName;",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: A pattern expression should only be used in order to test the existence of a pattern. It can no longer be used inside the function size(), an alternative is to replace size() with COUNT {}. (line 2, column 14 (offset: 30))
""WITH p, size((p)-[:IS_FRIEND]->()) AS friendCount""
              ^}",False
55,aggregation,medium,Find people who have changed location 3 times.,"match (p:Person)-[:LIVES_IN|LIVED_IN]-(l:Location)
with p, count(l) as locations
where locations > 3
return p.firstName;","MATCH (p:Person)-[r:LIVED_IN]->(l:Location)
WITH p, COUNT(DISTINCT l) AS locationCount
WHERE locationCount = 3
RETURN p.firstName + ' ' + p.lastName AS name",True,True,False,True,True,1052,5.75,,True
56,Inconclusive,medium,Show people who are friends on Facebook.,"match (n)
 where 1=2
return n;","MATCH (p1:Person)-[r:IS_FRIEND]->(p2:Person)
WHERE toLower(r.since) CONTAINS 'facebook'
RETURN p1.firstName + ' ' + p1.lastName AS Person1, p2.firstName + ' ' + p2.lastName AS Person2",True,True,True,False,False,750,5.52,,True
57,filtering,medium,List people whose jobs rhyme with the word preacher.,"match (p:Person)-[:HAD_POSITION]->(jt:JobTitle)
where toLower(jt.title) ends with 'eacher'
return distinct p.firstName;","MATCH (p:Person)-[:HAD_POSITION]->(j:JobTitle)
WHERE toLower(j.title) =~ '.*eacher$'
RETURN DISTINCT p.firstName, p.lastName, j.title",True,True,False,True,True,6195,5.97,,True
58,filtering,medium,Find people currently living in a city they were born in.,"match (p:Person)-[:LIVES_IN]->(loc:Location)
where p.birthPlace = loc.name
return p.firstName;","MATCH (p:Person)-[:LIVES_IN]->(l:Location)<-[:LIVED_IN]-(p)
WHERE toLower(p.birthPlace) = toLower(l.name)
  AND NOT EXISTS((p)-[:LIVED_IN]->(l2:Location) WHERE l2 <> l AND l2.id > l.id)
RETURN p.firstName, p.lastName, l.name AS currentCity
ORDER BY p.lastName, p.firstName",True,False,False,,False,776,6.51,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'WHERE': expected an expression, ')' or ',' (line 3, column 49 (offset: 154))
""  AND NOT EXISTS((p)-[:LIVED_IN]->(l2:Location) WHERE l2 <> l AND l2.id > l.id)""
                                                 ^}",True
60,filtering,medium,Find siblings who studied the same things.,"match (a:Person)-[:IS_SIBLING]->(b:Person),
(a)-[:STUDIED]->(fieldA:FieldOfStudy),
(b)-[:STUDIED]->(fieldB:FieldOfStudy)
where fieldA.name = fieldB.name
return distinct a.firstName, b.firstName;","MATCH (p1:Person)-[:IS_SIBLING]->(p2:Person)
WHERE id(p1) < id(p2)
WITH p1, p2
MATCH (p1)-[:STUDIED]->(f:FieldOfStudy)<-[:STUDIED]-(p2)
RETURN p1.firstName + ' ' + p1.lastName AS Sibling1, 
       p2.firstName + ' ' + p2.lastName AS Sibling2, 
       COLLECT(f.name) AS SharedFields
ORDER BY SIZE(SharedFields) DESC",True,True,True,,True,783,6.4,,True
61,filtering,medium,Find palindromic first names in the database.,"match (p:Person)
where toLower(p.firstName) = reverse(toLower(p.firstName))
return p.firstName;","MATCH (p:Person)
WHERE toLower(p.firstName) = reverse(toLower(p.firstName))
RETURN DISTINCT p.firstName AS PalindromicFirstName
ORDER BY PalindromicFirstName",True,True,False,True,True,6742,6.85,,True
62,filtering,medium,Find all the people who are both a child and a parent.,"match (child:Person)-[:IS_CHILD]->(p:Person)-[:IS_CHILD]->(parent:Person)
return distinct p.firstName;","MATCH (p:Person)
WHERE EXISTS((p)<-[:IS_PARENT]-()) AND EXISTS((p)-[:IS_PARENT]->())
RETURN p.firstName AS firstName, p.lastName AS lastName, p.id AS id",True,True,False,True,True,2120,4.79,,True
63,filtering,medium,List people who have both a parent and a child in the graph.,"match (child:Person)-[:IS_CHILD]->(p:Person)-[:IS_CHILD]->(parent:Person)
return distinct p.firstName;",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: A pattern expression should only be used in order to test the existence of a pattern. It should therefore only be used in contexts that evaluate to a boolean, e.g. inside the function exists() or in a WHERE-clause. No other uses are allowed, instead they should be replaced by a pattern comprehension. (line 7, column 8 (offset: 177))
""       (p)-[:IS_PARENT]->(child),""
        ^}",False
64,pattern_matching,medium,Find married couples that live in different cities.,"match (p1:Person)-[:IS_HUSBAND|IS_WIFE]->(p2:Person),
(p1)-[:LIVES_IN]->(loc1:Location),
(p2)-[:LIVES_IN]->(loc2:Location)
where loc1.name <> loc2.name
and p1.id < p2.id
return p1.firstName, p2.firstName;","MATCH (p1:Person)-[:IS_HUSBAND|IS_WIFE]->(p2:Person)
WHERE p1.id < p2.id
MATCH (p1)-[l1:LIVES_IN]->(loc1:Location)
MATCH (p2)-[l2:LIVES_IN]->(loc2:Location)
WHERE loc1.id <> loc2.id
RETURN p1.firstName + ' ' + p1.lastName AS Partner1, 
       p2.firstName + ' ' + p2.lastName AS Partner2, 
       loc1.name AS City1, 
       loc2.name AS City2",True,True,False,True,True,2880,7.17,,True
65,graph_recursion,hard,Find all friend groups of 3.,"match (p1:Person)-[:IS_FRIEND]->(p2:Person)-[:IS_FRIEND]->(p3:Person),
      (p3)-[:IS_FRIEND]->(p1)
where p1.id < p2.id
and p2.id < p3.id
return p1.firstName, p2.firstName, p3.firstName;",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: A pattern expression should only be used in order to test the existence of a pattern. It should therefore only be used in contexts that evaluate to a boolean, e.g. inside the function exists() or in a WHERE-clause. No other uses are allowed, instead they should be replaced by a pattern comprehension. (line 6, column 8 (offset: 182))
""       (p1)-[:IS_FRIEND]->(p2),""
        ^}",False
66,filtering,medium,Look for all degrees held by people and count them per degree type.,"match (p:Person)-[r:STUDIED]->(f:FieldOfStudy)
return r.degree, count(*);","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WITH DISTINCT p, s.degree AS degree
RETURN degree, COUNT(p) AS count
ORDER BY count DESC",True,True,False,False,False,773,5.13,,True
67,pattern_matching,hard,"Find people with double letter initials, like N.N.","match (p:Person)
where left(p.firstName, 1) = left(p.lastName, 1)
return p.firstName, p.lastName;",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: Type mismatch: expected List<T> but was String (line 2, column 7 (offset: 23))
""WHERE toLower(p.firstName)[0] = toLower(p.lastName)[0]""
       ^}",False
68,filtering,medium,Find names that are both first names and last names in the database.,"match (p1:Person), (p2:Person)
where p1.firstName = p2.lastName
return distinct p1.firstName;","MATCH (p1:Person), (p2:Person)
WHERE toLower(p1.firstName) = toLower(p2.lastName)
RETURN DISTINCT p1.firstName AS name
ORDER BY name",True,True,False,True,True,744,5.43,,True
69,filtering,medium,Find people who are missing birthdates.,"match (p:Person)
where p.birthDate is null
return p.firstName;","MATCH (p:Person)
WHERE p.birthDate IS NULL
RETURN p.id, p.firstName, p.lastName",True,True,True,,True,724,5.76,,True
70,filtering,easy,Which companies were founded in the same year?,"match (c1:Company), (c2:Company)
where c1.foundedYear = c2.foundedYear
and c1.id < c2.id
return c1.name, c2.name;","MATCH (c1:Company), (c2:Company)
WHERE c1.foundedYear = c2.foundedYear AND id(c1) < id(c2)
RETURN c1.name AS Company1, c2.name AS Company2, c1.foundedYear AS FoundedYear
ORDER BY c1.foundedYear",True,True,True,,True,754,6.77,,True
71,filtering,easy,Show me all universities founded before 1800.,"match (e:EducationalInstitution)
where e.foundedYear < 1800
return e.name;","MATCH (u:EducationalInstitution)
WHERE u.type = 'university' AND u.foundedYear < 1800
RETURN u.name, u.foundedYear, u.country
ORDER BY u.foundedYear",True,True,False,,False,742,4.59,,True
72,pattern_matching,easy,Find people who share the same birthday.,"match (p1:Person), (p2:Person)
where date(p1.birthDate).month = date(p2.birthDate).month
and date(p1.birthDate).day = date(p2.birthDate).day
and p1.id < p2.id
return p1.firstName, p2.firstName;",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: Variable `birthTimestamp` not defined (line 7, column 57 (offset: 312))
""AND apoc.date.parse(p2.birthDate, 'ms', 'yyyy-MM-dd') = birthTimestamp""
                                                         ^}",False
73,filtering,easy,List all job titles in the management category.,"match (j:JobTitle)
where toLower(j.category) = 'management'
return j.title;","MATCH (j:JobTitle)
WHERE toLower(j.category) = 'management'
RETURN DISTINCT j.title",True,True,True,,True,3766,3.96,,True
74,filtering,easy,What fields of study belong to the humanities category?,"match (f:FieldOfStudy)
where toLower(f.category) = 'humanities'
return f.name;","MATCH (f:FieldOfStudy)
WHERE toLower(f.category) = 'humanities'
RETURN DISTINCT f.name AS fieldOfStudy",True,True,False,True,True,2055,4.68,,True
75,pattern_matching,easy,Find people whose email domain matches their company name.,"match (p:Person)-[:WORKED_AT]-(c:Company)
where toLower(p.email) contains c.name
return p.firstName;","MATCH (p:Person)-[:WORKED_AT]->(c:Company)
WHERE toLower(split(p.email, '@')[1]) CONTAINS toLower(c.name)
RETURN p.firstName, p.lastName, p.email, c.name",True,True,True,,True,747,4.83,,True
76,filtering,easy,Show me all cities with population over 1 million.,"match (l:Location)
where toLower(l.type) = 'city'
and l.population > 1000000
return l.name;","MATCH (l:Location)
WHERE l.type = 'city' AND l.population > 1000000
RETURN l.name AS City, l.population AS Population
ORDER BY l.population DESC",True,True,False,,False,743,9.58,,True
77,filtering,easy,Who graduated from university in 2016?,"match (p:Person)-[s:STUDIED_AT]-(e:EducationalInstitution)
where s.endYear = 2016
return p.firstName;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WHERE s.endYear = 2016 AND toLower(s.status) = 'graduated'
RETURN p.firstName + ' ' + p.lastName AS graduateName, e.name AS university",True,True,False,True,True,2774,6.05,,True
78,aggregation,medium,Which married couples have the biggest age gap?,"match (p1:Person)-[:IS_HUSBAND|IS_WIFE]-(p2:Person)
with p1, p2, duration.between(date(p2.birthDate), date(p1.birthDate)) as ageGap
return p1.firstName, p2.firstName
order by ageGap desc
limit 1;",,False,False,False,,False,0,7.82,Error in test case execution: Object of type Date is not JSON serializable,True
79,filtering,medium,Show me people who studied longer than 4 years at university.,"match (p:Person)-[s:STUDIED_AT]-(e:EducationalInstitution)
where s.endYear - s.startYear > 4
return p.firstName;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WHERE e.type = 'university' AND s.endYear - s.startYear > 4
RETURN p.firstName + ' ' + p.lastName AS name, e.name AS university, s.startYear, s.endYear, s.endYear - s.startYear AS studyDuration
ORDER BY studyDuration DESC",True,True,False,,False,780,5.84,,True
80,pattern_matching,medium,Find friends who work in competing companies in the same industry.,"match (p1:Person)-[w1:WORKED_AT]-(c1:Company),
      (p2:Person)-[w2:WORKED_AT]-(c2:Company)
where p1.id < p2.id
and c1.id <> c2.id
and c1.industry = c2.industry
and w1.endYear is null
and w2.endYear is null
return p1.firstName, p2.firstName;",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: PatternExpressions are not allowed to introduce new variables: 'w1'. (line 11, column 14 (offset: 345))
""       (p1)-[w1]->(c1),""
              ^}",False
81,filtering,medium,Find people who started working before finishing their studies.,"match (e:EducationalInstitution)-[s:STUDIED_AT]-(p:Person)-[w:WORKED_AT]-(c:Company)
where w.startYear < s.endYear
return p.firstName;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution),
      (p)-[w:WORKED_AT]->(c:Company)
WHERE w.startYear < s.endYear
RETURN DISTINCT p.firstName, p.lastName, e.name AS institution, c.name AS company,
       w.startYear AS workStartYear, s.endYear AS studyEndYear
ORDER BY p.firstName, p.lastName",True,True,False,True,True,5533,6.05,,True
82,aggregation,medium,Which field of study has the shortest average study duration?,"match (p:Person)-[s:STUDIED]-(f:FieldOfStudy)
where s.endYear is not null
with f, avg(s.endYear - s.startYear) as studyDuration
return f.name
order by studyDuration
limit 1;","MATCH (f:FieldOfStudy)<-[s:STUDIED]-(p:Person)
WHERE s.startYear IS NOT NULL AND s.endYear IS NOT NULL
WITH f, AVG(s.endYear - s.startYear) AS avgDuration
RETURN f.name AS fieldOfStudy, avgDuration
ORDER BY avgDuration ASC
LIMIT 1",True,True,False,True,True,3832,5.32,,True
83,pattern_matching,medium,Show me parent-child pairs who work in the same company.,"match (c:Company)-[w1:WORKED_AT]-(child:Person)-[:IS_CHILD]->(parent:Person)-[w2:WORKED_AT]-(c)
where w1.endYear is null
and w2.endYear is null
return child.firstName, parent.firstName;","MATCH (parent:Person)-[:IS_PARENT]->(child:Person),
      (parent)-[pw:WORKED_AT]->(company:Company),
      (child)-[cw:WORKED_AT]->(company)
WHERE pw.status = 'Current' AND cw.status = 'Current'
RETURN parent.firstName + ' ' + parent.lastName AS Parent,
       child.firstName + ' ' + child.lastName AS Child,
       company.name AS Company",True,True,False,True,True,3131,7.54,,True
84,graph_recursion,hard,Find family dynasties where multiple generations attended the same university.,"match path = (p1:Person)-[:IS_CHILD*1..5]->(p2:Person),
      (p1)-[:STUDIED_AT]->(u:EducationalInstitution),
      (p2)-[:STUDIED_AT]->(u)
with collect(distinct p1) + collect(distinct p2) as family
return [p in family | p.firstName];","MATCH (p1:Person)-[:IS_PARENT*1..3]->(p2:Person),
      (p1)-[:STUDIED_AT]->(uni:EducationalInstitution),
      (p2)-[:STUDIED_AT]->(uni)
WHERE toLower(p1.firstName) <> toLower(p2.firstName)
  AND toLower(p1.lastName) = toLower(p2.lastName)
RETURN DISTINCT p1.firstName + ' ' + p1.lastName AS parent,
       p2.firstName + ' ' + p2.lastName AS descendant,
       uni.name AS university
ORDER BY parent, descendant, university",True,True,False,,False,1030,6.81,,True
85,pattern_matching,hard,Detect circular migration patterns where people return to their birth country after living abroad.,"match (p:Person)-[l1:LIVED_IN]->(loc1:Location)
with p, loc1
order by p, l1.startYear
with p, collect(loc1)[0] as origin
match (p)-[l2:LIVED_IN]->(loc2:Location)
where loc2.country <> origin.country
with p, origin, max(l2.startYear) as abroadYear
match (p)-[l3:LIVES_IN]->(loc3:Location)
where l3.startYear > abroadYear and loc3.country = origin.country
return distinct p.firstName;","MATCH (p:Person)-[:LIVED_IN]->(l:Location)
WHERE l.country <> p.birthPlace
WITH p, l
MATCH (p)-[:LIVES_IN]->(current:Location)
WHERE current.country = p.birthPlace AND current.country <> l.country
RETURN p.firstName, p.lastName, p.birthPlace, l.country AS foreignCountry, current.country AS currentCountry",True,True,True,,True,795,7.41,,True
86,pattern_matching,hard,Find anomalies in educational timelines where people studied multiple degrees simultaneously.,"match (f1:FieldOfStudy)-[s1:STUDIED]-(p:Person)-[s2:STUDIED]-(f2:FieldOfStudy)
where s1.startYear > s2.startYear
and s1.startYear < s2.endYear
return p.firstName, s1.degree, s2.degree;",,False,False,False,,False,0,10.63,Error in test case execution: Object of type frozenset is not JSON serializable,True
87,filtering,easy,Find people who never changed their location.,"match (p:Person)
where not exists {(p)-[:LIVED_IN]-(l:Location)}
return p.firstName;","MATCH (p:Person)-[l:LIVES_IN]->(loc:Location)
WHERE NOT EXISTS((p)-[:LIVED_IN]->(:Location))
RETURN p.firstName, p.lastName, loc.name
ORDER BY p.firstName, p.lastName",True,True,False,True,True,2611,5.1,,True
88,filtering,easy,Which company has the smallest number of employees?,"match (p:Person)-[w:WORKED_AT]-(c:Company)
where w.endYear is null
with c, count(distinct p) as workers
order by workers
return c.name
limit 1;","MATCH (c:Company)
WITH c
ORDER BY c.employees ASC
LIMIT 1
RETURN c.name AS CompanyName, c.employees AS NumberOfEmployees",True,True,False,True,True,938,5.1,,True
89,filtering,easy,Show me all people with Gmail email addresses.,"match (p:Person)
where toLower(p.email) contains 'gmail'
return p.firstName, p.email;","MATCH (p:Person)
WHERE p.email CONTAINS '@gmail.com'
RETURN p",True,True,True,,True,721,4.54,,True
90,filtering,easy,Find all educational institutions of type 'College'.,"match (e:EducationalInstitution)
where toLower(e.type) = 'college'
return e.name;","MATCH (ei:EducationalInstitution)
WHERE ei.type = 'College'
RETURN ei.name, ei.country, ei.foundedYear
ORDER BY ei.name",True,True,False,True,True,3398,4.58,,True
91,filtering,easy,List people who are currently unemployed.,"match (p:Person)
where not exists {(p)-[w:WORKED_AT]-(c:Company)
                   where w.endYear is null}
return p.firstName, p.lastName;","MATCH (p:Person)
WHERE NOT EXISTS((p)-[:WORKED_AT]->(:Company {status: 'current'}))
  AND NOT EXISTS((p)-[:HAD_POSITION]->(:JobTitle) WHERE p.HAD_POSITION.endYear IS NULL)
RETURN p.firstName, p.lastName, p.id",True,False,False,,False,824,6.45,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'WHERE': expected an expression, ')' or ',' (line 3, column 51 (offset: 134))
""  AND NOT EXISTS((p)-[:HAD_POSITION]->(:JobTitle) WHERE p.HAD_POSITION.endYear IS NULL)""
                                                   ^}",True
92,filtering,easy,Which field of study has the most students enrolled?,"match (p:Person)-[s:STUDIED]-(f:FieldOfStudy)
where s.endYear is null
with f, count(p) as enrolled
order by enrolled desc
return f.name
limit 1;","MATCH (f:FieldOfStudy)<-[:STUDIED]-(p:Person)
WITH f, COUNT(DISTINCT p) AS studentCount
RETURN f.name AS fieldOfStudy, studentCount
ORDER BY studentCount DESC
LIMIT 1",True,True,False,,False,5051,5.38,,True
93,pattern_matching,medium,Find people born in the same decade.,"match (p1:Person), (p2:Person)
where p1.id < p2.id
and toInteger(date(p1.birthDate).year / 10) = toInteger(date(p2.birthDate).year / 10)
return p1.firstName, p2.firstName, p1.birthDate, p2.birthDate;","MATCH (p1:Person), (p2:Person)
WHERE p1 <> p2
  AND toInteger(substring(p1.birthDate, 0, 4)) / 10 * 10 = toInteger(substring(p2.birthDate, 0, 4)) / 10 * 10
RETURN p1.firstName + ' ' + p1.lastName AS Person1,
       p2.firstName + ' ' + p2.lastName AS Person2,
       toInteger(substring(p1.birthDate, 0, 4)) / 10 * 10 AS Decade
ORDER BY Decade, Person1, Person2",True,True,False,,False,1775,6.87,,True
94,filtering,easy,Which locations are classified as 'City' type?,"match (l:Location)
where toLower(l.type) = 'city'
return l.name;","MATCH (l:Location)
WHERE l.type = 'City'
RETURN l.name, l.country, l.population",True,True,False,True,True,3852,5.33,,True
95,filtering,easy,Find companies founded in the 21st century.,"match (c:Company)
where c.foundedYear > 2000
return c.name;","MATCH (c:Company)
WHERE c.foundedYear >= 2000
RETURN c.name AS CompanyName, c.foundedYear AS FoundedYear
ORDER BY c.foundedYear DESC",True,True,False,True,True,1724,5.51,,True
96,aggregation,medium,Which industry has the highest average company founding year?,"match (c:Company)
with c.industry as industry, avg(c.foundedYear) as averageFunded
return industry
order by averageFunded desc
limit 1;",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: Invalid use of aggregating function collect(...) in this context (line 6, column 21 (offset: 159))
""WHERE c.industry IN COLLECT(industry)""
                     ^}",False
97,filtering,medium,Find friends who have never lived in the same location at the same time.,"match (p1:Person)-[:IS_FRIEND]-(p2:Person)
where p1.id < p2.id
and not exists {(p1)-[:LIVES_IN]-(:Location)-[:LIVES_IN]-(p2)}
and not exists {(p1)-[l1:LIVED_IN|LIVES_IN]-(:Location)-[l2:LIVED_IN|LIVES_IN]-(p2)
               where coalesce(l1.endYear, date().year) > l2.startYear
               and coalesce(l2.endYear, date().year) > l1.startYear}
return distinct p1.firstName, p2.firstName;","MATCH (p1:Person)-[:IS_FRIEND]-(p2:Person)
WHERE id(p1) < id(p2)
WITH p1, p2
MATCH (p1)-[l1:LIVED_IN]->(loc:Location)
WITH p1, p2, collect({loc: loc, start: l1.startYear, end: l1.endYear}) AS p1Locations
MATCH (p2)-[l2:LIVED_IN]->(loc:Location)
WITH p1, p2, p1Locations, collect({loc: loc, start: l2.startYear, end: l2.endYear}) AS p2Locations
WHERE NONE(loc1 IN p1Locations WHERE ANY(loc2 IN p2Locations WHERE 
    loc1.loc = loc2.loc AND 
    ((loc1.start <= loc2.start AND loc1.end >= loc2.start) OR
     (loc2.start <= loc1.start AND loc2.end >= loc1.start))
))
RETURN p1.firstName + ' ' + p1.lastName AS Person1, p2.firstName + ' ' + p2.lastName AS Person2",True,True,False,,False,10309,10.68,,True
98,filtering,easy,What is the most common birth month?,"match (p:Person)
with date(p.birthDate).month as birthMonth, count(*) as born
order by born desc
return birthMonth
limit 1;","MATCH (p:Person)
WITH split(p.birthDate, '-')[1] AS birthMonth, count(*) AS monthCount
ORDER BY monthCount DESC, birthMonth
RETURN birthMonth
LIMIT 1",True,True,False,True,True,857,4.33,,True
99,filtering,easy,How many people have the same first and last name?,"match (p:Person)
where p.firstName = p.lastName
return count(p);","MATCH (p1:Person), (p2:Person)
WHERE p1 <> p2 AND toLower(p1.firstName) = toLower(p2.firstName) AND toLower(p1.lastName) = toLower(p2.lastName)
WITH count(DISTINCT p1) AS sameNameCount
RETURN sameNameCount",True,True,False,True,True,758,5.22,,True
100,paradox,easy,How many people were born on the sun?,"match (n)
where 1=2
return n;","MATCH (p:Person)
WHERE toLower(p.birthPlace) = 'sun'
RETURN count(p) AS peopleFromSun",True,True,False,,False,1385,4.52,,True
