Test Case ID,Category,Difficulty,Question,Ground Truth Cypher,Generated Cypher,Syntactic Correct,Execution Success,Semantic Accurate,Manual Override,Final Correctness,Tokens Used,Execution Time (s),Execution Error,Context Used
44,pattern_matching,easy,Who's older than their husband?,"match (husband:Person)-[:IS_HUSBAND]->(spouse:Person)
where husband.birthDate > spouse.birthDate
return spouse.firstName","MATCH (w:Person)-[:IS_WIFE]->(h:Person)
WHERE date(w.birthDate) < date(h.birthDate)
RETURN w.firstName + ' ' + w.lastName AS Wife, w.birthDate AS WifeBirthDate,
       h.firstName + ' ' + h.lastName AS Husband, h.birthDate AS HusbandBirthDate",True,True,False,True,True,1602,5.78,,True
45,filtering,medium,Find the oldest married person in each city.,"match (l:Location)
where toLower(l.type) = 'city'
optional match (l)-[:LIVES_IN]-(p:Person)-[:IS_HUSBAND|IS_WIFE]->(spouse:Person)
with l.name as city, p
order by city, p.birthDate
with city, collect(p)[0] as oldestMarriedPerson
return city, oldestMarriedPerson.firstName",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '|': expected an expression, ',' or ']' (line 10, column 70 (offset: 483))
""       [(oldestMarriedPerson.person)-[r:IS_HUSBAND|IS_WIFE]-(spouse) | spouse.firstName + ' ' + spouse.lastName] AS spouseName""
                                                                      ^}",False
46,pattern_matching,hard,Family trees where everyone works.,"match (root)-[:IS_HUSBAND|IS_WIFE|IS_PARENT|IS_CHILD|IS_SIBLING*0..50]-(member:Person)
with root, collect(distinct member) as familyMembers
where all(member in familyMembers where exists {
        (member)-[:WORKED_AT]->(c:Company)
        })
and size(familyMembers) > 1
return root.firstName + ' ' + root.lastName as familyRoot,
       [member in familyMembers | member.firstName + ' ' + member.lastName] as employedFamilyMembers
       order by size(familyMembers) desc;","MATCH (p:Person)
WHERE NOT (p)-[:IS_CHILD]->()
WITH p
MATCH path = (p)-[:IS_PARENT*0..10]->(descendant:Person)
WITH p, COLLECT(DISTINCT descendant) + p AS familyMembers
WHERE ALL(member IN familyMembers WHERE (member)-[:WORKED_AT]->(:Company))
RETURN p.firstName + ' ' + p.lastName AS FamilyRoot, 
       SIZE(familyMembers) AS FamilySize, 
       COLLECT(DISTINCT member.firstName + ' ' + member.lastName) AS WorkingFamilyMembers",True,False,False,,False,8833,8.78,"{code: Neo.ClientError.Statement.SyntaxError} {message: Variable `member` not defined (line 9, column 25 (offset: 365))
""       COLLECT(DISTINCT member.firstName + ' ' + member.lastName) AS WorkingFamilyMembers""
                         ^}",True
47,filtering,easy,Find isolated individuals.,"match (p:Person)
where not exists { (p)-[:IS_HUSBAND|IS_WIFE|IS_PARENT|IS_CHILD|IS_SIBLING]-(p2:Person) }
and not exists { (p)-[:IS_FRIEND]-() }
return p.firstName;","MATCH (p:Person)
WHERE NOT EXISTS {
    (p)-[:IS_HUSBAND|IS_WIFE|IS_PARENT|IS_CHILD|IS_SIBLING|IS_FRIEND|STUDIED_AT|STUDIED|WORKED_AT|HAD_POSITION|LIVES_IN|LIVED_IN]-()
}
RETURN p",True,True,True,,True,1371,7.07,,True
48,graph_recursion,hard,Find second cousins.,"match (a:Person)-[:IS_CHILD]->(pa1:Person)-[:IS_CHILD]->(gpa:Person),
      (b:Person)-[:IS_CHILD]->(pb1:Person)-[:IS_CHILD]->(gpb:Person),
      (gpa)-[:IS_CHILD]->(ggp:Person)<-[:IS_CHILD]-(gpb)
where a <> b
and not (a)-[:IS_CHILD]->(:Person)<-[:IS_CHILD]-(b)
and not (a)-[:IS_CHILD]->(:Person)-[:IS_CHILD]->(:Person)<-[:IS_CHILD]-(:Person)<-[:IS_CHILD]-(b)
return a.firstName + ' ' + a.lastName as person1,
       b.firstName + ' ' + b.lastName as person2
       order by person1, person2;",,False,False,False,,False,0,6.88,Error in test case execution: Object of type Node is not JSON serializable,True
49,filtering,medium,Who has more cousins than siblings?,"match (p:Person)
optional match (p)-[:IS_SIBLING]-(sibling:Person)
with p, count(distinct sibling) AS siblingCount
optional match (p)-[:IS_CHILD]->(parent:Person)-[:IS_SIBLING]->(auntOrUncle:Person)<-[:IS_CHILD]-(cousin:Person)
with p, siblingCount, count(distinct cousin) as cousinCount
where (cousinCount > siblingCount)
return p.firstName, siblingCount, cousinCount;","MATCH (p:Person)
WITH p,
     size([(p)-[:IS_SIBLING]-() | 1]) AS siblingCount,
     size([(p)-[:IS_CHILD]->()-[:IS_SIBLING]-()-[:IS_PARENT]->() | 1]) AS cousinCount
WHERE cousinCount > siblingCount
RETURN p.firstName + ' ' + p.lastName AS name, cousinCount, siblingCount
ORDER BY cousinCount DESC",True,True,False,True,True,1403,7.26,,True
50,paradox,hard,Which siblings studied before being born?,"match (n)
where 1=2
return n;",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.TypeError} {message: Expected a string value for `toLower`, but got: Long(1991); consider converting it to a string with toString().}",False
51,filtering,medium,Who's the oldest person without their family?,"match (p:Person)
where not (p)-[:IS_HUSBAND|IS_WIFE|IS_PARENT|IS_CHILD|IS_SIBLING]-(:Person)
return p.firstName
order by p.birthDate
limit 1;","MATCH (p:Person)
WHERE NOT EXISTS((p)-[:IS_HUSBAND|IS_WIFE|IS_PARENT|IS_CHILD|IS_SIBLING]-())
WITH p, date(p.birthDate) AS birthDate
ORDER BY birthDate ASC
LIMIT 1
RETURN p.firstName + ' ' + p.lastName AS oldestPersonWithoutFamily, p.birthDate AS birthDate",True,True,False,True,True,5059,6.64,,True
52,filtering,easy,Who's the youngest person with kids?,"match (p:Person)-[:IS_PARENT]->(c:Person)
return p.firstName
order by p.birthDate desc
limit 1;","MATCH (p:Person)-[:IS_PARENT]->(child:Person)
WITH p, child, p.birthDate AS birthDate
ORDER BY birthDate DESC
RETURN p.firstName + ' ' + p.lastName AS youngestParent, p.birthDate AS birthDate
LIMIT 1",True,True,False,True,True,6751,7.07,,True
53,aggregation,medium,Who is the most well traveled person?,"match (p:Person)-[:LIVED_IN|LIVES_IN]->(loc:Location)
with p, count(distinct loc) as locationCount
order by locationCount desc
limit 1
return p.firstName;","MATCH (p:Person)
WITH p, size((p)-[:LIVED_IN]->()) + size((p)-[:LIVES_IN]->()) AS total_locations
ORDER BY total_locations DESC
LIMIT 1
MATCH (p)-[lived:LIVED_IN]->(l:Location)
WITH p, collect(l.name) AS lived_locations, total_locations
MATCH (p)-[lives:LIVES_IN]->(current:Location)
RETURN p.firstName + ' ' + p.lastName AS most_traveled_person,
       total_locations AS number_of_locations,
       lived_locations + [current.name] AS locations_lived",True,False,False,,False,3826,6.68,"{code: Neo.ClientError.Statement.SyntaxError} {message: A pattern expression should only be used in order to test the existence of a pattern. It can no longer be used inside the function size(), an alternative is to replace size() with COUNT {}. (line 2, column 14 (offset: 30))
""WITH p, size((p)-[:LIVED_IN]->()) + size((p)-[:LIVES_IN]->()) AS total_locations""
              ^}",True
54,aggregation,medium,Who is the most popular person with their friends?,"match (p:Person)-[:IS_FRIEND]-(:Person)
with p, count(*) as friendCount
order by friendCount desc
limit 1
return p.firstName;","MATCH (p:Person)
WITH p, size((p)-[:IS_FRIEND]-()) AS friendCount
ORDER BY friendCount DESC
LIMIT 1
RETURN p.firstName + ' ' + p.lastName AS mostPopularPerson, friendCount",True,False,False,,False,5143,5.29,"{code: Neo.ClientError.Statement.SyntaxError} {message: A pattern expression should only be used in order to test the existence of a pattern. It can no longer be used inside the function size(), an alternative is to replace size() with COUNT {}. (line 2, column 14 (offset: 30))
""WITH p, size((p)-[:IS_FRIEND]-()) AS friendCount""
              ^}",True
55,aggregation,medium,Find people who have changed location 3 times.,"match (p:Person)-[:LIVES_IN|LIVED_IN]-(l:Location)
with p, count(l) as locations
where locations > 3
return p.firstName;","MATCH (p:Person)
WHERE size([(p)-[lived:LIVED_IN]->(l:Location) | lived]) = 3
AND (p)-[:LIVES_IN]->(:Location)
RETURN p.id, p.firstName, p.lastName",True,True,False,True,True,2235,6.89,,True
56,Inconclusive,medium,Show people who are friends on Facebook.,"match (n)
 where 1=2
return n;","MATCH (p1:Person)-[f:IS_FRIEND]-(p2:Person)
WHERE p1.id < p2.id
RETURN p1.firstName + ' ' + p1.lastName AS Person1, p2.firstName + ' ' + p2.lastName AS Person2, f.since AS FriendshipDate
ORDER BY f.since DESC",True,True,False,,False,3286,6.95,,True
57,filtering,medium,List people whose jobs rhyme with the word preacher.,"match (p:Person)-[:HAD_POSITION]->(jt:JobTitle)
where toLower(jt.title) ends with 'eacher'
return distinct p.firstName;","MATCH (p:Person)-[r:HAD_POSITION]->(j:JobTitle)
WHERE toLower(j.title) =~ '.*cher$'
RETURN DISTINCT p.firstName, p.lastName, j.title",True,True,False,True,True,1366,5.15,,True
58,filtering,medium,Find people currently living in a city they were born in.,"match (p:Person)-[:LIVES_IN]->(loc:Location)
where p.birthPlace = loc.name
return p.firstName;","MATCH (p:Person)-[:LIVES_IN]->(l:Location)
WHERE toLower(p.birthPlace) = toLower(l.name)
  AND EXISTS((p)-[:LIVES_IN]->(:Location))
RETURN p.firstName, p.lastName, l.name AS currentCity
LIMIT 100",True,True,True,,True,1383,5.42,,True
60,filtering,medium,Find siblings who studied the same things.,"match (a:Person)-[:IS_SIBLING]->(b:Person),
(a)-[:STUDIED]->(fieldA:FieldOfStudy),
(b)-[:STUDIED]->(fieldB:FieldOfStudy)
where fieldA.name = fieldB.name
return distinct a.firstName, b.firstName;","MATCH (p1:Person)-[:IS_SIBLING]-(p2:Person)
WHERE id(p1) < id(p2)
MATCH (p1)-[s1:STUDIED]->(f:FieldOfStudy)<-[s2:STUDIED]-(p2)
WHERE s1.degree = s2.degree
RETURN p1.firstName + ' ' + p1.lastName AS Sibling1, 
       p2.firstName + ' ' + p2.lastName AS Sibling2, 
       f.name AS FieldOfStudy, 
       s1.degree AS Degree",True,True,True,,True,1411,6.73,,True
61,filtering,medium,Find palindromic first names in the database.,"match (p:Person)
where toLower(p.firstName) = reverse(toLower(p.firstName))
return p.firstName;","MATCH (p:Person)
WHERE toLower(p.firstName) = reverse(toLower(p.firstName))
RETURN p.firstName AS PalindromicName",True,True,False,True,True,1366,3.71,,True
62,filtering,medium,Find all the people who are both a child and a parent.,"match (child:Person)-[:IS_CHILD]->(p:Person)-[:IS_CHILD]->(parent:Person)
return distinct p.firstName;","MATCH (p:Person)
WHERE EXISTS((p)<-[:IS_PARENT]-()) AND EXISTS((p)-[:IS_PARENT]->())
RETURN p.firstName AS firstName, p.lastName AS lastName, p.id AS id",True,True,False,True,True,2746,4.34,,True
63,filtering,medium,List people who have both a parent and a child in the graph.,"match (child:Person)-[:IS_CHILD]->(p:Person)-[:IS_CHILD]->(parent:Person)
return distinct p.firstName;","MATCH (p:Person)
WHERE EXISTS((p)-[:IS_PARENT]->(:Person))
  AND EXISTS((p)<-[:IS_PARENT]-(:Person))
RETURN p.firstName + ' ' + p.lastName AS name, p.id AS id",True,True,False,True,True,5842,5.7,,True
64,pattern_matching,medium,Find married couples that live in different cities.,"match (p1:Person)-[:IS_HUSBAND|IS_WIFE]->(p2:Person),
(p1)-[:LIVES_IN]->(loc1:Location),
(p2)-[:LIVES_IN]->(loc2:Location)
where loc1.name <> loc2.name
and p1.id < p2.id
return p1.firstName, p2.firstName;","MATCH (p1:Person)-[:IS_HUSBAND|IS_WIFE]->(p2:Person)
WHERE (p1)-[:LIVES_IN]->(:Location)<>(:Location)<-[:LIVES_IN]-(p2)
RETURN p1.firstName + ' ' + p1.lastName AS Partner1, p2.firstName + ' ' + p2.lastName AS Partner2,
       [(p1)-[:LIVES_IN]->(l1:Location) | l1.name][0] AS City1,
       [(p2)-[:LIVES_IN]->(l2:Location) | l2.name][0] AS City2",True,False,False,,False,3581,7.43,"{code: Neo.ClientError.Statement.SyntaxError} {message: A pattern expression should only be used in order to test the existence of a pattern. It should therefore only be used in contexts that evaluate to a boolean, e.g. inside the function exists() or in a WHERE-clause. No other uses are allowed, instead they should be replaced by a pattern comprehension. (line 2, column 7 (offset: 59))
""WHERE (p1)-[:LIVES_IN]->(:Location)<>(:Location)<-[:LIVES_IN]-(p2)""
       ^}",True
65,graph_recursion,hard,Find all friend groups of 3.,"match (p1:Person)-[:IS_FRIEND]->(p2:Person)-[:IS_FRIEND]->(p3:Person),
      (p3)-[:IS_FRIEND]->(p1)
where p1.id < p2.id
and p2.id < p3.id
return p1.firstName, p2.firstName, p3.firstName;","MATCH (p1:Person)-[f1:IS_FRIEND]-(p2:Person)-[f2:IS_FRIEND]-(p3:Person)-[f3:IS_FRIEND]-(p1)
WHERE id(p1) < id(p2) AND id(p2) < id(p3)
RETURN p1.firstName + ' ' + p1.lastName AS Person1,
       p2.firstName + ' ' + p2.lastName AS Person2,
       p3.firstName + ' ' + p3.lastName AS Person3",True,True,False,,False,3492,8.21,,True
66,filtering,medium,Look for all degrees held by people and count them per degree type.,"match (p:Person)-[r:STUDIED]->(f:FieldOfStudy)
return r.degree, count(*);","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WITH p, s.degree AS degree, COUNT(DISTINCT e) AS count
RETURN degree, COUNT(p) AS peopleCount, SUM(count) AS totalDegrees
ORDER BY peopleCount DESC",True,True,False,True,True,2124,5.17,,True
67,pattern_matching,hard,"Find people with double letter initials, like N.N.","match (p:Person)
where left(p.firstName, 1) = left(p.lastName, 1)
return p.firstName, p.lastName;",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: Type mismatch: expected List<T> but was String (line 2, column 7 (offset: 23))
""WHERE toLower(p.firstName)[0] = toLower(p.lastName)[0]""
       ^}",False
68,filtering,medium,Find names that are both first names and last names in the database.,"match (p1:Person), (p2:Person)
where p1.firstName = p2.lastName
return distinct p1.firstName;","MATCH (p1:Person), (p2:Person)
WHERE toLower(p1.firstName) = toLower(p2.lastName)
RETURN DISTINCT p1.firstName AS name, 'First Name' AS type1, 'Last Name' AS type2
UNION
MATCH (p1:Person), (p2:Person)
WHERE toLower(p1.lastName) = toLower(p2.firstName)
RETURN DISTINCT p1.lastName AS name, 'Last Name' AS type1, 'First Name' AS type2",True,True,False,,False,1448,7.73,,True
69,filtering,medium,Find people who are missing birthdates.,"match (p:Person)
where p.birthDate is null
return p.firstName;","MATCH (p:Person)
WHERE p.birthDate IS NULL
RETURN p.id, p.firstName, p.lastName",True,True,True,,True,4995,6.35,,True
70,filtering,easy,Which companies were founded in the same year?,"match (c1:Company), (c2:Company)
where c1.foundedYear = c2.foundedYear
and c1.id < c2.id
return c1.name, c2.name;","MATCH (c1:Company), (c2:Company)
WHERE c1.foundedYear = c2.foundedYear AND id(c1) < id(c2)
RETURN c1.name AS Company1, c2.name AS Company2, c1.foundedYear AS FoundedYear
ORDER BY c1.foundedYear",True,True,True,,True,1380,6.27,,True
71,filtering,easy,Show me all universities founded before 1800.,"match (e:EducationalInstitution)
where e.foundedYear < 1800
return e.name;","MATCH (u:EducationalInstitution)
WHERE u.foundedYear < 1800
RETURN u.name, u.type, u.foundedYear, u.country
ORDER BY u.foundedYear",True,True,False,True,True,1364,5.24,,True
72,pattern_matching,easy,Find people who share the same birthday.,"match (p1:Person), (p2:Person)
where date(p1.birthDate).month = date(p2.birthDate).month
and date(p1.birthDate).day = date(p2.birthDate).day
and p1.id < p2.id
return p1.firstName, p2.firstName;","MATCH (p1:Person), (p2:Person)
WHERE p1 <> p2 AND toLower(p1.birthDate) = toLower(p2.birthDate)
RETURN p1.firstName + ' ' + p1.lastName AS Person1, p2.firstName + ' ' + p2.lastName AS Person2, p1.birthDate AS SharedBirthday
ORDER BY SharedBirthday, Person1, Person2",True,True,False,,False,2021,7.72,,True
73,filtering,easy,List all job titles in the management category.,"match (j:JobTitle)
where toLower(j.category) = 'management'
return j.title;","MATCH (j:JobTitle)
WHERE j.category = 'Management'
RETURN DISTINCT j.title",True,True,True,,True,4397,4.09,,True
74,filtering,easy,What fields of study belong to the humanities category?,"match (f:FieldOfStudy)
where toLower(f.category) = 'humanities'
return f.name;","MATCH (f:FieldOfStudy)
WHERE toLower(f.category) = 'humanities'
RETURN f.name AS fieldOfStudy",True,True,False,True,True,2679,3.92,,True
75,pattern_matching,easy,Find people whose email domain matches their company name.,"match (p:Person)-[:WORKED_AT]-(c:Company)
where toLower(p.email) contains c.name
return p.firstName;","MATCH (p:Person)-[w:WORKED_AT]->(c:Company)
WHERE w.status = 'Current'
  AND toLower(split(p.email, '@')[1]) CONTAINS toLower(replace(c.name, ' ', ''))
RETURN p.firstName, p.lastName, p.email, c.name",True,True,True,,True,1384,6.37,,True
76,filtering,easy,Show me all cities with population over 1 million.,"match (l:Location)
where toLower(l.type) = 'city'
and l.population > 1000000
return l.name;","MATCH (l:Location)
WHERE l.population > 1000000
RETURN l.name AS City, l.population AS Population
ORDER BY l.population DESC",True,True,False,True,True,1602,4.38,,True
77,filtering,easy,Who graduated from university in 2016?,"match (p:Person)-[s:STUDIED_AT]-(e:EducationalInstitution)
where s.endYear = 2016
return p.firstName;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WHERE s.endYear = 2016 AND s.status = 'Graduated'
RETURN p.firstName + ' ' + p.lastName AS graduate",True,True,False,True,True,1836,5.11,,True
78,aggregation,medium,Which married couples have the biggest age gap?,"match (p1:Person)-[:IS_HUSBAND|IS_WIFE]-(p2:Person)
with p1, p2, duration.between(date(p2.birthDate), date(p1.birthDate)) as ageGap
return p1.firstName, p2.firstName
order by ageGap desc
limit 1;","MATCH (p1:Person)-[r:IS_HUSBAND|IS_WIFE]->(p2:Person)
WITH p1, p2, r, abs(duration.between(date(p1.birthDate), date(p2.birthDate)).years) AS ageDifference
ORDER BY ageDifference DESC
LIMIT 5
RETURN p1.firstName + ' ' + p1.lastName AS Partner1, 
       p2.firstName + ' ' + p2.lastName AS Partner2, 
       type(r) AS RelationshipType, 
       ageDifference",True,True,False,,False,2181,6.01,,True
79,filtering,medium,Show me people who studied longer than 4 years at university.,"match (p:Person)-[s:STUDIED_AT]-(e:EducationalInstitution)
where s.endYear - s.startYear > 4
return p.firstName;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WHERE s.endYear IS NOT NULL AND s.endYear - s.startYear > 4
RETURN p.firstName, p.lastName, e.name, s.startYear, s.endYear, s.endYear - s.startYear AS studyDuration
ORDER BY studyDuration DESC",True,True,False,True,True,1904,5.36,,True
80,pattern_matching,medium,Find friends who work in competing companies in the same industry.,"match (p1:Person)-[w1:WORKED_AT]-(c1:Company),
      (p2:Person)-[w2:WORKED_AT]-(c2:Company)
where p1.id < p2.id
and c1.id <> c2.id
and c1.industry = c2.industry
and w1.endYear is null
and w2.endYear is null
return p1.firstName, p2.firstName;",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: Variable `f` not defined (line 8, column 22 (offset: 269))
""WITH p1, p2, c1, c2, f, w1, w2""
                      ^}",False
81,filtering,medium,Find people who started working before finishing their studies.,"match (e:EducationalInstitution)-[s:STUDIED_AT]-(p:Person)-[w:WORKED_AT]-(c:Company)
where w.startYear < s.endYear
return p.firstName;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution),
      (p)-[w:WORKED_AT]->(c:Company)
WHERE w.startYear < s.endYear
RETURN DISTINCT p.firstName, p.lastName, e.name AS institute, c.name AS company,
       w.startYear AS workStartYear, s.endYear AS studyEndYear
ORDER BY p.firstName, p.lastName",True,True,False,True,True,5412,6.57,,True
82,aggregation,medium,Which field of study has the shortest average study duration?,"match (p:Person)-[s:STUDIED]-(f:FieldOfStudy)
where s.endYear is not null
with f, avg(s.endYear - s.startYear) as studyDuration
return f.name
order by studyDuration
limit 1;",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: Variable `p` not defined (line 7, column 45 (offset: 273))
""WITH f, AVG(duration) AS avgDuration, COUNT(p) AS studentCount""
                                             ^}",False
83,pattern_matching,medium,Show me parent-child pairs who work in the same company.,"match (c:Company)-[w1:WORKED_AT]-(child:Person)-[:IS_CHILD]->(parent:Person)-[w2:WORKED_AT]-(c)
where w1.endYear is null
and w2.endYear is null
return child.firstName, parent.firstName;","MATCH (parent:Person)-[:IS_PARENT]->(child:Person),
      (parent)-[parentWork:WORKED_AT]->(company:Company),
      (child)-[childWork:WORKED_AT]->(company)
WHERE parentWork.status = 'Current' AND childWork.status = 'Current'
RETURN parent.firstName + ' ' + parent.lastName AS Parent,
       child.firstName + ' ' + child.lastName AS Child,
       company.name AS Company",True,True,False,True,True,3397,9.12,,True
84,graph_recursion,hard,Find family dynasties where multiple generations attended the same university.,"match path = (p1:Person)-[:IS_CHILD*1..5]->(p2:Person),
      (p1)-[:STUDIED_AT]->(u:EducationalInstitution),
      (p2)-[:STUDIED_AT]->(u)
with collect(distinct p1) + collect(distinct p2) as family
return [p in family | p.firstName];","MATCH (p1:Person)-[:IS_PARENT*1..3]->(p2:Person)
WHERE (p1)-[:STUDIED_AT]->(u:EducationalInstitution) AND (p2)-[:STUDIED_AT]->(u)
WITH p1, p2, u, [(p1)-[:IS_PARENT*1..3]->(x:Person) | x] AS familyLine
WHERE size(familyLine) >= 3
RETURN DISTINCT p1.firstName + ' ' + p1.lastName AS Ancestor, 
       p2.firstName + ' ' + p2.lastName AS Descendant, 
       u.name AS University, 
       size(familyLine) AS Generations
ORDER BY Generations DESC, Ancestor, Descendant",True,False,False,,False,1456,7.92,"{code: Neo.ClientError.Statement.SyntaxError} {message: PatternExpressions are not allowed to introduce new variables: 'u'. (line 2, column 28 (offset: 76))
""WHERE (p1)-[:STUDIED_AT]->(u:EducationalInstitution) AND (p2)-[:STUDIED_AT]->(u)""
                            ^}",True
85,pattern_matching,hard,Detect circular migration patterns where people return to their birth country after living abroad.,"match (p:Person)-[l1:LIVED_IN]->(loc1:Location)
with p, loc1
order by p, l1.startYear
with p, collect(loc1)[0] as origin
match (p)-[l2:LIVED_IN]->(loc2:Location)
where loc2.country <> origin.country
with p, origin, max(l2.startYear) as abroadYear
match (p)-[l3:LIVES_IN]->(loc3:Location)
where l3.startYear > abroadYear and loc3.country = origin.country
return distinct p.firstName;","MATCH (p:Person)-[:LIVES_IN]->(currentLocation:Location),
      (p)-[:LIVED_IN]->(foreignLocation:Location),
      (p)-[:LIVES_IN]->(birthCountry:Location)
WHERE p.birthPlace = birthCountry.name
  AND foreignLocation.country <> birthCountry.country
  AND currentLocation.country = birthCountry.country
  AND EXISTS((p)-[:LIVED_IN]->(foreignLocation))
RETURN p.firstName + ' ' + p.lastName AS name,
       p.birthPlace AS birthPlace,
       foreignLocation.name AS foreignLocation,
       currentLocation.name AS currentLocation",True,True,True,,True,1476,7.48,,True
86,pattern_matching,hard,Find anomalies in educational timelines where people studied multiple degrees simultaneously.,"match (f1:FieldOfStudy)-[s1:STUDIED]-(p:Person)-[s2:STUDIED]-(f2:FieldOfStudy)
where s1.startYear > s2.startYear
and s1.startYear < s2.endYear
return p.firstName, s1.degree, s2.degree;","MATCH (p:Person)-[s1:STUDIED_AT]->(i1:EducationalInstitution)
WITH p, s1, i1
MATCH (p)-[s2:STUDIED_AT]->(i2:EducationalInstitution)
WHERE id(s1) < id(s2) AND 
      ((s1.startYear <= s2.startYear AND s1.endYear >= s2.startYear) OR
       (s2.startYear <= s1.startYear AND s2.endYear >= s1.startYear))
RETURN p.firstName + ' ' + p.lastName AS PersonName,
       i1.name AS Institution1, s1.degree AS Degree1, s1.startYear AS Start1, s1.endYear AS End1,
       i2.name AS Institution2, s2.degree AS Degree2, s2.startYear AS Start2, s2.endYear AS End2
ORDER BY PersonName",True,True,False,,False,2286,10.01,,True
87,filtering,easy,Find people who never changed their location.,"match (p:Person)
where not exists {(p)-[:LIVED_IN]-(l:Location)}
return p.firstName;","MATCH (p:Person)
WHERE NOT EXISTS {
    MATCH (p)-[:LIVED_IN]->(:Location)
}
AND EXISTS {
    MATCH (p)-[:LIVES_IN]->(:Location)
}
RETURN p.firstName, p.lastName, p.id",True,True,False,True,True,3237,4.88,,True
88,filtering,easy,Which company has the smallest number of employees?,"match (p:Person)-[w:WORKED_AT]-(c:Company)
where w.endYear is null
with c, count(distinct p) as workers
order by workers
return c.name
limit 1;","MATCH (c:Company)
WITH c, c.employees AS employeeCount
ORDER BY employeeCount ASC
LIMIT 1
RETURN c.name AS CompanyName, employeeCount",True,True,False,True,True,4539,4.8,,True
89,filtering,easy,Show me all people with Gmail email addresses.,"match (p:Person)
where toLower(p.email) contains 'gmail'
return p.firstName, p.email;","MATCH (p:Person)
WHERE toLower(p.email) ENDS WITH '@gmail.com'
RETURN p",True,True,True,,True,1349,4.77,,True
90,filtering,easy,Find all educational institutions of type 'College'.,"match (e:EducationalInstitution)
where toLower(e.type) = 'college'
return e.name;",,False,False,False,,False,0,4.07,Error in test case execution: Object of type Node is not JSON serializable,True
91,filtering,easy,List people who are currently unemployed.,"match (p:Person)
where not exists {(p)-[w:WORKED_AT]-(c:Company)
                   where w.endYear is null}
return p.firstName, p.lastName;",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'WHERE': expected an expression, ')' or ',' (line 3, column 51 (offset: 134))
""  AND NOT EXISTS((p)-[:HAD_POSITION]->(:JobTitle) WHERE p.endYear IS NULL)""
                                                   ^}",False
92,filtering,easy,Which field of study has the most students enrolled?,"match (p:Person)-[s:STUDIED]-(f:FieldOfStudy)
where s.endYear is null
with f, count(p) as enrolled
order by enrolled desc
return f.name
limit 1;",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: Variable `s` not defined (line 10, column 28 (offset: 263))
""RETURN f, studentCount, p, s""
                            ^}",False
93,pattern_matching,medium,Find people born in the same decade.,"match (p1:Person), (p2:Person)
where p1.id < p2.id
and toInteger(date(p1.birthDate).year / 10) = toInteger(date(p2.birthDate).year / 10)
return p1.firstName, p2.firstName, p1.birthDate, p2.birthDate;",,False,False,False,,False,0,7.33,Error in test case execution: Object of type Node is not JSON serializable,True
94,filtering,easy,Which locations are classified as 'City' type?,"match (l:Location)
where toLower(l.type) = 'city'
return l.name;","MATCH (l:Location)
WHERE l.type = 'City'
RETURN l.name AS CityName, l.country AS Country, l.population AS Population
ORDER BY l.population DESC",True,True,False,True,True,1651,3.85,,True
95,filtering,easy,Find companies founded in the 21st century.,"match (c:Company)
where c.foundedYear > 2000
return c.name;","MATCH (c:Company)
WHERE c.foundedYear >= 2000
RETURN c.name AS CompanyName, c.foundedYear AS FoundedYear
ORDER BY c.foundedYear DESC",True,True,False,True,True,1688,5.09,,True
96,aggregation,medium,Which industry has the highest average company founding year?,"match (c:Company)
with c.industry as industry, avg(c.foundedYear) as averageFunded
return industry
order by averageFunded desc
limit 1;",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: Invalid use of aggregating function collect(...) in this context (line 6, column 21 (offset: 159))
""WHERE c.industry IN COLLECT(industry)""
                     ^}",False
